uid,nickname,latitude,longitude,river,road,town,state,draining_area,icao,description,funding,operator_uid,colloc_uid,link_uid,downstream_uid,upstream_uid,private,status,status_message,deployed_at,discontinued_at,geom,cluster_uid,watershed_geom,encoded
WQP0001,NULL,41.6262,-93.3001,Walnut Creek,NULL,Prairie City,IA,1,KDSM,NULL,NULL,iihr,NULL,NULL,NULL,NULL,FALSE,discontinued,"Site has been retrieved for winter, and will be redeployed Spring 2024.",NULL,2024-01-01 00:00:00-06,NULL,NULL,NULL,NULL
WQS0120,WQS 120 ENRA,41.346,-95.078,East Nishnabotna,Lansing Rd,Atlantic,IA,436,KDSM,NULL,NULL,iihr,{06809210},NULL,NULL,NULL,FALSE,maintenance,Real-time data currently unavailable for selected parameter. Sensors will be redeployed Spring 2026.,NULL,NULL,NULL,NULL,NULL,NULL
WQP0013,Saylorville 2 Downstream,41.6813,-93.6686,Des Moines River,NW 66th Ave,Des Moines,IA,1,KDSM,NULL,NULL,iihr,NULL,NULL,NULL,NULL,FALSE,maintenance,Real-time data currently unavailable for selected parameter. Sensors will be redeployed Spring 2026.,NULL,NULL,NULL,NULL,NULL,NULL
WQS0003,3CCO,41.7183,-91.7403,Clear Creek,Eagle Ave NW,Oxford,IA,61,KCID,"The Clear Creek watershed is a small (HUC10) tributary of the Lower Iowa river watershed that is highly utilized by UofI researchers due to it’s close proximity to the UofI campus. Current research projects, including funding from the Critical Zone Observatory Intensively Managed Landscapes (CZO-IML) and EPSCoR grants, provide additional water quality data sampling and resources for WQS data integration and analysis.","IIHR, INRC, EPSCoR",iihr,{05454220},226541,"{WQS0006,WQS0002,05465500}","{WQS0004,WQS0011}",FALSE,discontinued,Real-time data currently unavailable for selected parameter.,NULL,2025-01-01 00:00:00-06,0101000020E6100000000000A061EF56C000000000F0DB4440,4,0103000020E610000001000000880100009EEFA7C64BEF56C096438B6CE7DB44409EEFA7C64BEF56C0CFF753E3A5DB44408195438B6CEF56C0CFF753E3A5DB44408195438B6CEF56C0EC51B81E85DB4440736891ED7CEF56C0EC51B81E85DB4440736891ED7CEF56C008AC1C5A64DB4440643BDF4F8DEF56C008AC1C5A64DB4440643BDF4F8DEF56C02506819543DB4440560E2DB29DEF56C02506819543DB4440560E2DB29DEF56C04260E5D022DB444039B4C876BEEF56C04260E5D022DB444039B4C876BEEF56C0986E1283C0DA4440560E2DB29DEF56C0986E1283C0DA4440560E2DB29DEF56C07D3F355EBAD9444039B4C876BEEF56C07D3F355EBAD9444039B4C876BEEF56C0B6F3FDD478D944401D5A643BDFEF56C0B6F3FDD478D944401D5A643BDFEF56C0F0A7C64B37D94440AAF1D24D62F056C0F0A7C64B37D94440AAF1D24D62F056C00C022B8716D944409CC420B072F056C00C022B8716D944409CC420B072F056C0295C8FC2F5D844400C022B8716F156C0295C8FC2F5D844400C022B8716F156C00C022B8716D94440A8C64B3789F156C00C022B8716D94440A8C64B3789F156C0295C8FC2F5D844409A99999999F156C0295C8FC2F5D844409A99999999F156C046B6F3FDD4D844407D3F355EBAF156C046B6F3FDD4D844407D3F355EBAF156C062105839B4D8444052B81E85EBF156C062105839B4D8444052B81E85EBF156C0295C8FC2F5D84440355EBA490CF256C0295C8FC2F5D84440355EBA490CF256C046B6F3FDD4D84440EE7C3F355EF256C046B6F3FDD4D84440EE7C3F355EF256C0295C8FC2F5D84440DF4F8D976EF256C0295C8FC2F5D84440DF4F8D976EF256C062105839B4D84440D122DBF97EF256C062105839B4D84440D122DBF97EF256C07F6ABC7493D84440894160E5D0F256C07F6ABC7493D84440894160E5D0F256C046B6F3FDD4D844406DE7FBA9F1F256C046B6F3FDD4D844406DE7FBA9F1F256C0295C8FC2F5D844402506819543F356C0295C8FC2F5D844402506819543F356C09A99999999D94440CFF753E3A5F356C09A99999999D94440CFF753E3A5F356C0F0A7C64B37D9444096438B6CE7F356C0F0A7C64B37D9444096438B6CE7F356C0B6F3FDD478D9444079E9263108F456C0B6F3FDD478D9444079E9263108F456C0F0A7C64B37D944403F355EBA49F456C0F0A7C64B37D944403F355EBA49F456C0B6F3FDD478D94440A245B6F3FDF456C0B6F3FDD478D94440A245B6F3FDF456C0F0A7C64B37D944405A643BDF4FF556C0F0A7C64B37D944405A643BDF4FF556C0B6F3FDD478D944403D0AD7A370F556C0B6F3FDD478D944403D0AD7A370F556C0F0A7C64B37D944402FDD240681F556C0F0A7C64B37D944402FDD240681F556C00C022B8716D94440E7FBA9F1D2F556C00C022B8716D94440E7FBA9F1D2F556C0F0A7C64B37D94440D9CEF753E3F556C0F0A7C64B37D94440D9CEF753E3F556C00C022B8716D94440CBA145B6F3F556C00C022B8716D94440CBA145B6F3F556C0295C8FC2F5D8444083C0CAA145F656C0295C8FC2F5D8444083C0CAA145F656C046B6F3FDD4D844407593180456F656C046B6F3FDD4D844407593180456F656C062105839B4D844406666666666F656C062105839B4D844406666666666F656C0D578E92631D844403BDF4F8D97F656C0D578E92631D844403BDF4F8D97F656C00E2DB29DEFD744402DB29DEFA7F656C00E2DB29DEFD744402DB29DEFA7F656C02B8716D9CED74440022B8716D9F656C02B8716D9CED74440022B8716D9F656C08195438B6CD74440C976BE9F1AF756C08195438B6CD74440C976BE9F1AF756C0643BDF4F8DD74440AC1C5A643BF756C0643BDF4F8DD74440AC1C5A643BF756C08195438B6CD744408195438B6CF756C08195438B6CD744408195438B6CF756C09EEFA7C64BD74440736891ED7CF756C09EEFA7C64BD74440736891ED7CF756C0BA490C022BD74440643BDF4F8DF756C0BA490C022BD74440643BDF4F8DF756C0F4FDD478E9D644402B8716D9CEF756C0F4FDD478E9D644402B8716D9CEF756C02DB29DEFA7D644400000000000F856C02DB29DEFA7D644400000000000F856C0F4FDD478E9D64440AAF1D24D62F856C0F4FDD478E9D64440AAF1D24D62F856C0D7A3703D0AD744409CC420B072F856C0D7A3703D0AD744409CC420B072F856C0BA490C022BD7444037894160E5F856C0BA490C022BD7444037894160E5F856C0D7A3703D0AD74440FED478E926F956C0D7A3703D0AD74440FED478E926F956C0F4FDD478E9D64440C520B07268F956C0F4FDD478E9D64440C520B07268F956C0D7A3703D0AD74440355EBA490CFA56C0D7A3703D0AD74440355EBA490CFA56C0F4FDD478E9D64440273108AC1CFA56C0F4FDD478E9D64440273108AC1CFA56C02DB29DEFA7D644400AD7A3703DFA56C02DB29DEFA7D644400AD7A3703DFA56C0F4FDD478E9D644407B14AE47E1FA56C0F4FDD478E9D644407B14AE47E1FA56C0D7A3703D0AD74440508D976E12FB56C0D7A3703D0AD74440508D976E12FB56C02DB29DEFA7D6444008AC1C5A64FB56C02DB29DEFA7D6444008AC1C5A64FB56C04A0C022B87D64440DD24068195FB56C04A0C022B87D64440DD24068195FB56C06666666666D644403108AC1C5AFC56C06666666666D644403108AC1C5AFC56C04A0C022B87D64440068195438BFC56C04A0C022B87D64440068195438BFC56C06666666666D64440F853E3A59BFC56C06666666666D64440F853E3A59BFC56C0F6285C8FC2D54440931804560EFD56C0F6285C8FC2D54440931804560EFD56C0BC74931804D6444085EB51B81EFD56C0BC74931804D6444085EB51B81EFD56C0A01A2FDD24D644403D0AD7A370FD56C0A01A2FDD24D644403D0AD7A370FD56C083C0CAA145D644402FDD240681FD56C083C0CAA145D644402FDD240681FD56C06666666666D6444021B0726891FD56C06666666666D6444021B0726891FD56C04A0C022B87D64440E7FBA9F1D2FD56C04A0C022B87D64440E7FBA9F1D2FD56C02DB29DEFA7D64440D9CEF753E3FD56C02DB29DEFA7D64440D9CEF753E3FD56C0F4FDD478E9D64440BC74931804FE56C0F4FDD478E9D64440BC74931804FE56C0D7A3703D0AD74440A01A2FDD24FE56C0D7A3703D0AD74440A01A2FDD24FE56C0F2D24D6210D84440BC74931804FE56C0F2D24D6210D84440BC74931804FE56C046B6F3FDD4D84440CBA145B6F3FD56C046B6F3FDD4D84440CBA145B6F3FD56C00C022B8716D944402FDD240681FD56C00C022B8716D944402FDD240681FD56C0F0A7C64B37D9444021B0726891FD56C0F0A7C64B37D9444021B0726891FD56C0B6F3FDD478D94440F6285C8FC2FD56C0B6F3FDD478D94440F6285C8FC2FD56C09A99999999D94440E7FBA9F1D2FD56C09A99999999D94440E7FBA9F1D2FD56C060E5D022DBD94440CBA145B6F3FD56C060E5D022DBD94440CBA145B6F3FD56C0448B6CE7FBD94440A01A2FDD24FE56C0448B6CE7FBD94440A01A2FDD24FE56C00AD7A3703DDA44404A0C022B87FE56C00AD7A3703DDA44404A0C022B87FE56C0EE7C3F355EDA44402DB29DEFA7FE56C0EE7C3F355EDA44402DB29DEFA7FE56C0D122DBF97EDA44401F85EB51B8FE56C0D122DBF97EDA44401F85EB51B8FE56C0EE7C3F355EDA4440022B8716D9FE56C0EE7C3F355EDA4440022B8716D9FE56C0448B6CE7FBD944408FC2F5285CFF56C0448B6CE7FBD944408FC2F5285CFF56C00AD7A3703DDA44401D5A643BDFFF56C00AD7A3703DDA44401D5A643BDFFF56C0448B6CE7FBD9444000000000000057C0448B6CE7FBD9444000000000000057C060E5D022DBD94440C74B3789410057C060E5D022DBD94440C74B3789410057C07D3F355EBAD944409CC420B0720057C07D3F355EBAD944409CC420B0720057C0448B6CE7FBD944408D976E12830057C0448B6CE7FBD944408D976E12830057C00AD7A3703DDA4440713D0AD7A30057C00AD7A3703DDA4440713D0AD7A30057C0448B6CE7FBD9444046B6F3FDD40057C0448B6CE7FBD9444046B6F3FDD40057C00AD7A3703DDA444037894160E50057C00AD7A3703DDA444037894160E50057C0EE7C3F355EDA4440FED478E9260157C0EE7C3F355EDA4440FED478E9260157C0D122DBF97EDA4440F0A7C64B370157C0D122DBF97EDA4440F0A7C64B370157C07B14AE47E1DA44400C022B87160157C07B14AE47E1DA44400C022B87160157C04260E5D022DB444054E3A59BC40057C04260E5D022DB444054E3A59BC40057C05C8FC2F528DC444062105839B40057C05C8FC2F528DC444062105839B40057C03F355EBA49DC4440713D0AD7A30057C03F355EBA49DC4440713D0AD7A30057C023DBF97E6ADC44408D976E12830057C023DBF97E6ADC44408D976E12830057C077BE9F1A2FDD4440E3A59BC4200057C077BE9F1A2FDD4440E3A59BC4200057C0931804560EDD4440F2D24D62100057C0931804560EDD4440F2D24D62100057C077BE9F1A2FDD444000000000000057C077BE9F1A2FDD444000000000000057C05A643BDF4FDD44400E2DB29DEFFF56C05A643BDF4FDD44400E2DB29DEFFF56C03D0AD7A370DD44401D5A643BDFFF56C03D0AD7A370DD44401D5A643BDFFF56C004560E2DB2DD44402B8716D9CEFF56C004560E2DB2DD44402B8716D9CEFF56C0E7FBA9F1D2DD4440560E2DB29DFF56C0E7FBA9F1D2DD4440560E2DB29DFF56C0CBA145B6F3DD44408195438B6CFF56C0CBA145B6F3DD44408195438B6CFF56C0AE47E17A14DE4440AC1C5A643BFF56C0AE47E17A14DE4440AC1C5A643BFF56C03BDF4F8D97DE44408FC2F5285CFF56C03BDF4F8D97DE44408FC2F5285CFF56C0022B8716D9DE44408195438B6CFF56C0022B8716D9DE44408195438B6CFF56C0C976BE9F1ADF4440736891ED7CFF56C0C976BE9F1ADF4440736891ED7CFF56C039B4C876BEDF44408195438B6CFF56C039B4C876BEDF44408195438B6CFF56C0E3A59BC420E04440736891ED7CFF56C0E3A59BC420E04440736891ED7CFF56C01B2FDD2406E144408195438B6CFF56C01B2FDD2406E144408195438B6CFF56C0FED478E926E14440BA490C022BFF56C0FED478E926E14440BA490C022BFF56C054E3A59BC4E04440D7A3703D0AFF56C054E3A59BC4E04440D7A3703D0AFF56C01B2FDD2406E14440E5D022DBF9FE56C01B2FDD2406E14440E5D022DBF9FE56C0FED478E926E14440022B8716D9FE56C0FED478E926E14440022B8716D9FE56C0C520B07268E14440105839B4C8FE56C0C520B07268E14440105839B4C8FE56C0A8C64B3789E144401F85EB51B8FE56C0A8C64B3789E144401F85EB51B8FE56C06F1283C0CAE1444091ED7C3F35FE56C06F1283C0CAE1444091ED7C3F35FE56C052B81E85EBE14440BC74931804FE56C052B81E85EBE14440BC74931804FE56C0355EBA490CE24440CBA145B6F3FD56C0355EBA490CE24440CBA145B6F3FD56C01904560E2DE2444021B0726891FD56C01904560E2DE2444021B0726891FD56C0355EBA490CE2444085EB51B81EFD56C0355EBA490CE2444085EB51B81EFD56C052B81E85EBE14440A245B6F3FDFC56C052B81E85EBE14440A245B6F3FDFC56C0355EBA490CE244403F355EBA49FC56C0355EBA490CE244403F355EBA49FC56C052B81E85EBE144404E62105839FC56C052B81E85EBE144404E62105839FC56C06F1283C0CAE144405C8FC2F528FC56C06F1283C0CAE144405C8FC2F528FC56C0A8C64B3789E1444079E9263108FC56C0A8C64B3789E1444079E9263108FC56C0C520B07268E14440B29DEFA7C6FB56C0C520B07268E14440B29DEFA7C6FB56C0A8C64B3789E14440DD24068195FB56C0A8C64B3789E14440DD24068195FB56C0C520B07268E1444008AC1C5A64FB56C0C520B07268E1444008AC1C5A64FB56C0E17A14AE47E1444017D9CEF753FB56C0E17A14AE47E1444017D9CEF753FB56C01B2FDD2406E144402506819543FB56C01B2FDD2406E144402506819543FB56C0FED478E926E144406DE7FBA9F1FA56C0FED478E926E144406DE7FBA9F1FA56C0E17A14AE47E14440B4C876BE9FFA56C0E17A14AE47E14440B4C876BE9FFA56C01B2FDD2406E14440D122DBF97EFA56C01B2FDD2406E14440D122DBF97EFA56C0FED478E926E144400AD7A3703DFA56C0FED478E926E144400AD7A3703DFA56C01B2FDD2406E14440355EBA490CFA56C01B2FDD2406E14440355EBA490CFA56C054E3A59BC4E044406F1283C0CAF956C054E3A59BC4E044406F1283C0CAF956C0713D0AD7A3E04440C520B07268F956C0713D0AD7A3E04440C520B07268F956C08D976E1283E04440FED478E926F956C08D976E1283E04440FED478E926F956C0AAF1D24D62E044400C022B8716F956C0AAF1D24D62E044400C022B8716F956C0C74B378941E04440295C8FC2F5F856C0C74B378941E04440295C8FC2F5F856C0AAF1D24D62E0444037894160E5F856C0AAF1D24D62E0444037894160E5F856C08D976E1283E044408D976E1283F856C08D976E1283E044408D976E1283F856C0713D0AD7A3E04440C74B378941F856C0713D0AD7A3E04440C74B378941F856C054E3A59BC4E044400E2DB29DEFF756C054E3A59BC4E044400E2DB29DEFF756C0713D0AD7A3E044401D5A643BDFF756C0713D0AD7A3E044401D5A643BDFF756C054E3A59BC4E044402B8716D9CEF756C054E3A59BC4E044402B8716D9CEF756C01B2FDD2406E1444048E17A14AEF756C01B2FDD2406E1444048E17A14AEF756C0FED478E926E14440643BDF4F8DF756C0FED478E926E14440643BDF4F8DF756C0E17A14AE47E14440AC1C5A643BF756C0E17A14AE47E14440AC1C5A643BF756C01B2FDD2406E14440BA490C022BF756C01B2FDD2406E14440BA490C022BF756C0FED478E926E14440E5D022DBF9F656C0FED478E926E14440E5D022DBF9F656C0E17A14AE47E14440022B8716D9F656C0E17A14AE47E14440022B8716D9F656C0C520B07268E14440105839B4C8F656C0C520B07268E14440105839B4C8F656C0A8C64B3789E144402DB29DEFA7F656C0A8C64B3789E144402DB29DEFA7F656C06F1283C0CAE1444083C0CAA145F656C06F1283C0CAE1444083C0CAA145F656C0A8C64B3789E1444091ED7C3F35F656C0A8C64B3789E1444091ED7C3F35F656C0C520B07268E14440A01A2FDD24F656C0C520B07268E14440A01A2FDD24F656C0E17A14AE47E14440D9CEF753E3F556C0E17A14AE47E14440D9CEF753E3F556C0C520B07268E144403D0AD7A370F556C0C520B07268E144403D0AD7A370F556C0E17A14AE47E144404C37894160F556C0E17A14AE47E144404C37894160F556C0FED478E926E1444085EB51B81EF556C0FED478E926E1444085EB51B81EF556C01B2FDD2406E14440A245B6F3FDF456C01B2FDD2406E14440A245B6F3FDF456C054E3A59BC4E04440DBF97E6ABCF456C054E3A59BC4E04440DBF97E6ABCF456C01B2FDD2406E144403108AC1C5AF456C01B2FDD2406E144403108AC1C5AF456C08D976E1283E044406ABC749318F456C08D976E1283E044406ABC749318F456C0AAF1D24D62E0444096438B6CE7F356C0AAF1D24D62E0444096438B6CE7F356C0C74B378941E04440B29DEFA7C6F356C0C74B378941E04440B29DEFA7C6F356C039B4C876BEDF4440CFF753E3A5F356C039B4C876BEDF4440CFF753E3A5F356C0560E2DB29DDF4440EC51B81E85F356C0560E2DB29DDF4440EC51B81E85F356C039B4C876BEDF444008AC1C5A64F356C039B4C876BEDF444008AC1C5A64F356C0560E2DB29DDF4440508D976E12F356C0560E2DB29DDF4440508D976E12F356C039B4C876BEDF44407B14AE47E1F256C039B4C876BEDF44407B14AE47E1F256C0560E2DB29DDF4440A69BC420B0F256C0560E2DB29DDF4440A69BC420B0F256C039B4C876BEDF44401904560E2DF256C039B4C876BEDF44401904560E2DF256C0560E2DB29DDF4440355EBA490CF256C0560E2DB29DDF4440355EBA490CF256C0736891ED7CDF44407D3F355EBAF156C0736891ED7CDF44407D3F355EBAF156C0560E2DB29DDF44408B6CE7FBA9F156C0560E2DB29DDF44408B6CE7FBA9F156C039B4C876BEDF4440F0A7C64B37F156C039B4C876BEDF4440F0A7C64B37F156C01D5A643BDFDF44400C022B8716F156C01D5A643BDFDF44400C022B8716F156C0E3A59BC420E0444037894160E5F056C0E3A59BC420E0444037894160E5F056C01D5A643BDFDF44400E2DB29DEFEF56C01D5A643BDFDF44400E2DB29DEFEF56C039B4C876BEDF444039B4C876BEEF56C039B4C876BEDF444039B4C876BEEF56C0560E2DB29DDF444048E17A14AEEF56C0560E2DB29DDF444048E17A14AEEF56C0736891ED7CDF4440736891ED7CEF56C0736891ED7CDF4440736891ED7CEF56C08FC2F5285CDF44408195438B6CEF56C08FC2F5285CDF44408195438B6CEF56C0E5D022DBF9DE44409EEFA7C64BEF56C0E5D022DBF9DE44409EEFA7C64BEF56C0E7FBA9F1D2DD44408195438B6CEF56C0E7FBA9F1D2DD44408195438B6CEF56C004560E2DB2DD4440AC1C5A643BEF56C004560E2DB2DD4440AC1C5A643BEF56C03D0AD7A370DD4440BA490C022BEF56C03D0AD7A370DD4440BA490C022BEF56C077BE9F1A2FDD4440D7A3703D0AEF56C077BE9F1A2FDD4440D7A3703D0AEF56C023DBF97E6ADC44409EEFA7C64BEF56C023DBF97E6ADC44409EEFA7C64BEF56C096438B6CE7DB4440,o`s}Fvw|nPnK??nKfE??fEfE??fEfE??fEfE??nKvQ??oK~p@??nKnK??nKnK??~p@fE??fEfE??n}@gE??vj@fE??fEfE??nKfE??vQoK??nKfE??f^gE??fEnK??fEfE??f^oK??nKgE??f^g^??nd@vQ??~WoK??nKnK??~WoK??vcAnK??f^oK??nKnK??fEfE??f^gE??fEfE??fEfE??f^fE??fEfE??fE~W??vQnK??fEfE??vQvQ??~WgE??nKfE??vQfE??fEfE??fEnK??~WnK??vQoK??nd@gE??fEgE??vj@fE??~WfE??~WgE??n}@fE??fEnK??nKoK??n}@gE??vQvQ??f^fE??vQfE??~iAgE??vQfE??fEf^??vj@oK??fEgE??f^gE??fEgE??fEgE??~WgE??fEoK??nKgE??nK_q@??oKod@??gEoK??wj@gE??fEoK??vQgE??fEoK??nKgE??vQoK??nd@gE??nKgE??fEfE??nKvQ??~p@oK??~p@nK??nKfE??~WfE??vQoK??fEoK??nKnK??vQoK??fEgE??~WgE??fEwQ??oKoK??g^_q@??gEgE??gEgE??oKod@??od@fE??gEgE??gEgE??gEgE??gEoK??gEgE??wQgE??wQgE??wQ_X??nKoK??fEoK??fEg^??gEwQ??fEwj@??gEgE??_XvQ??oKoK??gEgE??oKoK??gEgE??gEoK??_q@gE??wQgE??gEgE??od@fE??wj@fE??oKgE??wcAfE??gEfE??gEnK??oKfE??_XgE??wQfE??wQfE??gEnK??gEgE??g^gE??g^nK??oKgE??_XfE??wQnK??_XfE??od@fE??_XfE??gEfE??oKgE??gEgE??od@gE??_XgE??g^fE??gEgE??gEoK??oKgE??oKgE??g^nK??gEgE??wQgE??oKgE??gEgE??oKoK??od@nK??gEfE??gEfE??_XgE??wj@fE??gEfE??_XfE??oKnK??_XoK??od@~W??_XfE??wQfE??oK~W??oKfE??oKgE??oKfE??g^gE??wQfE??wQgE??_q@fE??oKfE??g^gE??gEgE??wj@gE??oKoK??wQnK??w|AfE??wQfE??gEfE??wQfE??gEvQ??oKfw@??nKfE??wQnK??gEnK??oKnd@??~W~W?
